Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",3,3.73,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2021/08/27,2021/08/25,,,read,,,,1,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,3.98,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/08/22,,,read,,,,1,,,0,,,,,
23966,Filth,Irvine Welsh,"Welsh, Irvine",,"=""0393318680""","=""9780393318685""",4,3.79,W. W. Norton  Company,Paperback,393,1998,1998,,2021/08/24,,,read,,,,1,,,0,,,,,
51261489,"BOX 88 (BOX 88, #1)",Charles Cumming,"Cumming, Charles",,"=""0008200378""","=""9780008200374""",0,4.07,HarperCollins Publishers,Paperback,482,2020,2020,,2021/08/26,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
18077752,Acceptance,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",0,3.62,"Farrar, Straus and Giroux",Paperback,341,2014,2014,,2021/08/26,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
17920175,"Wayward (Wayward Pines, #2)",Blake Crouch,"Crouch, Blake",,"=""1477808701""","=""9781477808702""",0,4.14,Thomas & Mercer,Paperback,298,2013,2013,,2021/08/26,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
15096164,"Pines (Wayward Pines, #1)",Blake Crouch,"Crouch, Blake",,"=""1612183956""","=""9781612183954""",0,3.93,Thomas & Mercer,Paperback,303,2012,2012,,2021/08/26,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,4.09,Thomas & Mercer,Kindle Edition,294,2014,2014,,2021/08/26,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
52669505,The End of October,Lawrence Wright,"Wright, Lawrence",,"=""0525658653""","=""9780525658658""",0,3.75,Alfred A. Knopf,Hardcover,380,2020,2020,,2021/08/26,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
33387609,The Innovators by Walter Isaacson | Conversation Starters,Daily Books,"Books, Daily",,"=""""","=""""",0,4.20,,Kindle Edition,67,2016,,,2021/08/26,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
37956351,Steve Jobs: A Biographic Portrait of the Genius of,Kevin Lynch,"Lynch, Kevin",,"=""1781317224""","=""9781781317228""",0,3.99,White Lion Publishing,Hardcover,272,2018,,,2021/08/26,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
56981382,Everything You Really Need to Know About Politics: My Life as an MP,Jess Phillips,"Phillips, Jess",,"=""1398507326""","=""9781398507326""",0,4.24,Simon  Schuster Audio UK,Audiobook,,2021,,,2021/08/26,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
56749663,The Plague Year: America in the Time of Covid,Lawrence Wright,"Wright, Lawrence",,"=""0593320727""","=""9780593320723""",0,4.14,Knopf Publishing Group,Hardcover,336,2021,2020,,2021/08/26,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
43822763,"Checkpoint Charlie: The Cold War, The Berlin Wall, and the Most Dangerous Place On Earth",Iain MacGregor,"MacGregor, Iain",,"=""1982100036""","=""9781982100032""",0,3.92,Scribner,Hardcover,352,2019,2019,,2021/08/26,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
16130549,Doctor Sleep,Stephen King,"King, Stephen",,"=""1476727651""","=""9781476727653""",0,4.12,Scribner,Hardcover,531,2013,2013,,2021/08/26,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
11588,The Shining,Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.25,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,,2021/08/26,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",0,3.89,Orbit,Hardcover,563,2020,2020,,2021/08/26,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
49122653,"Terminus (Threshold, #4)",Peter Clines,"Clines, Peter",Ray Porter,"=""""","=""""",0,3.87,Audible Original,Audible Audio,,2020,2020,,2021/08/26,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
43542011,"Dead Moon (Threshold, #3)",Peter Clines,"Clines, Peter",Ray Porter,"=""""","=""""",0,3.47,Audible Studios,Audible Audio,400,2019,2019,,2021/08/26,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
23164927,"The Fold (Threshold, #2)",Peter Clines,"Clines, Peter",,"=""0553418297""","=""9780553418293""",0,3.87,Crown,Hardcover,384,2015,2015,,2021/08/26,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
15062217,"14 (Threshold, #1)",Peter Clines,"Clines, Peter",,"=""""","=""""",0,3.96,Permuted Press,Kindle Edition,372,2012,2012,,2021/08/26,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
11367726,Defending Jacob,William Landay,"Landay, William",,"=""0385344228""","=""9780385344227""",0,3.99,Delacorte Press,Hardcover,421,2012,2012,,2021/08/26,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
12953520,Year Zero,Rob  Reid,"Reid, Rob",,"=""0345534417""","=""9780345534415""",0,3.60,Del Rey,Hardcover,364,2012,2012,,2021/08/26,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
42950440,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.31,Audible Studios,Audible Audio,608,2020,2020,,2021/08/26,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
33395557,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.37,Audible Studios,Audible Audio,9,2017,2017,,2021/08/26,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.41,Worldbuilders Press,Kindle Edition,260,2017,2017,,2021/08/26,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,,2021/08/26,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",0,4.15,"Little, Brown and Company",Hardcover,295,2013,2013,,2021/08/26,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
77505,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553572393""","=""9780553572391""",0,3.94,Spectra Books,Mass Market Paperback,624,1993,1993,,2021/08/26,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
77504,"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553573357""","=""9780553573350""",0,3.94,Bantam Doubleday Dell Publishing Group Ltd.,Mass Market Paperback,768,1997,1996,,2021/08/26,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2021/08/26,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",0,4.03,Scribner,Kindle Edition,580,2014,1983,,2021/08/26,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
31554413,"The Boy on the Bridge (The Girl With All the Gifts, #2)",M.R. Carey,"Carey, M.R.",,"=""0316300330""","=""9780316300339""",0,3.96,Orbit,ebook,369,2017,2017,,2021/08/26,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
17235026,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.95,Orbit ,Paperback,461,2014,2014,,2021/08/26,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,4.07,Tor Books,Hardcover,399,2014,2006,,2021/08/26,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
54860431,Ethel Rosenberg: An American Tragedy,Anne Sebba,"Sebba, Anne",,"=""1250198631""","=""9781250198631""",0,3.91,St. Martin's Press,Hardcover,320,2021,2021,,2021/08/26,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.61,Vintage,Paperback,259,1992,1962,,2021/08/26,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.28,Orbit,Paperback,561,2011,2011,,2021/08/26,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
26082916,Ready Player Two,Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",0,3.43,Ballantine Books,Hardcover,370,2020,2020,,2021/08/26,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.24,Crown Publishers,Hardcover,374,2011,2011,,2021/08/26,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
10650929,This Is a Call: The Life and Times of Dave Grohl,Paul Brannigan,"Brannigan, Paul",,"=""0306819562""","=""9780306819568""",0,3.69,Da Capo Press,Hardcover,416,2011,2011,,2021/08/26,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.04,Dutton,Hardcover,454,2000,1981,,2021/08/26,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
44767458,Dune,Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",4,4.25,Ace Books,Hardcover,658,2019,1965,,2021/08/22,,,read,,,,1,,,0,,,,,
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",2,3.68,Crown,Hardcover,305,2017,2017,,2021/08/18,,,read,,,,1,,,0,,,,,
